age,age_of_english_onset,audio_url,birth_place,english_learning_method,english_residence,has_ipa,language,length_english_residence_years,native_language,note,other_languages,page_url,sample_id,sex,speaker_num,tier
44.0,6.0,https://accent.gmu.edu/audio/hindi33.mp3,"hyderabad, india",naturalistic,"uk, canada, usa",False,hindi,30.0,hindi,residence 30y (over 5y threshold),telugu arabic french greek sanskrit,https://accent.gmu.edu/samples/hindi33/,hindi33,female,33,relaxed_residence
29.0,5.0,https://accent.gmu.edu/audio/hindi34.mp3,"pune, india",academic,N/A,False,hindi,0.0,hindi,residence 0y,tamil marathi,https://accent.gmu.edu/samples/hindi34/,hindi34,male,34,primary
38.0,12.0,https://accent.gmu.edu/audio/arabic1.mp3,"riyadh, saudi arabia",academic,usa,True,arabic,4.0,arabic,residence 4y,none,https://accent.gmu.edu/samples/arabic1/,arabic1,female,1,primary
18.0,2.5,https://accent.gmu.edu/audio/arabic2.mp3,"damascus, syria",naturalistic,usa,True,arabic,3.0,arabic,residence 3y,none,https://accent.gmu.edu/samples/arabic2/,arabic2,male,2,primary
24.0,9.0,https://accent.gmu.edu/audio/arabic3.mp3,"doha, qatar",academic,usa,True,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic3/,arabic3,male,3,primary
19.0,6.0,https://accent.gmu.edu/audio/arabic4.mp3,"sharjah, united arab emirates",academic,usa,True,arabic,0.6,arabic,residence 0.6y,french,https://accent.gmu.edu/samples/arabic4/,arabic4,male,4,primary
19.0,15.0,https://accent.gmu.edu/audio/arabic5.mp3,"casablanca, morocco",academic,usa,True,arabic,0.6,arabic,residence 0.6y,french,https://accent.gmu.edu/samples/arabic5/,arabic5,female,5,primary
21.0,14.5,https://accent.gmu.edu/audio/arabic6.mp3,"sanaa, yemen",academic,"uk,usa",True,arabic,2.0,arabic,residence 2y,none,https://accent.gmu.edu/samples/arabic6/,arabic6,male,6,primary
18.0,15.0,https://accent.gmu.edu/audio/arabic7.mp3,"casablanca, morocco",academic,usa,True,arabic,0.1,arabic,residence 0.1y,french,https://accent.gmu.edu/samples/arabic7/,arabic7,female,7,primary
21.0,17.0,https://accent.gmu.edu/audio/arabic8.mp3,"casablanca, morocco",academic,usa,True,arabic,0.7,arabic,residence 0.7y,french,https://accent.gmu.edu/samples/arabic8/,arabic8,male,8,primary
28.0,4.0,https://accent.gmu.edu/audio/arabic9.mp3,"jerusalem, israel",academic,usa,True,arabic,12.0,arabic,residence 12y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic9/,arabic9,female,9,relaxed_residence
26.0,5.0,https://accent.gmu.edu/audio/arabic10.mp3,"cairo, egypt",academic,usa,True,arabic,2.0,arabic,residence 2y,french german,https://accent.gmu.edu/samples/arabic10/,arabic10,male,10,primary
30.0,14.0,https://accent.gmu.edu/audio/arabic11.mp3,"monastir, tunisia",academic,usa,True,arabic,4.0,arabic,residence 4y,french,https://accent.gmu.edu/samples/arabic11/,arabic11,female,11,primary
32.0,11.0,https://accent.gmu.edu/audio/arabic12.mp3,"baghdad, iraq",academic,usa,True,arabic,8.0,arabic,residence 8y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic12/,arabic12,male,12,relaxed_residence
25.0,15.0,https://accent.gmu.edu/audio/arabic13.mp3,"zabbougha, lebanon",academic,usa,True,arabic,1.0,arabic,residence 1y,french swedish,https://accent.gmu.edu/samples/arabic13/,arabic13,male,13,primary
47.0,11.0,https://accent.gmu.edu/audio/arabic14.mp3,"amman, jordan",naturalistic,usa,True,arabic,25.0,arabic,residence 25y (over 5y threshold),hebrew,https://accent.gmu.edu/samples/arabic14/,arabic14,male,14,relaxed_residence
40.0,33.0,https://accent.gmu.edu/audio/arabic15.mp3,"qayrawan, tunisia",naturalistic,usa,True,arabic,7.0,arabic,residence 7y (over 5y threshold),french,https://accent.gmu.edu/samples/arabic15/,arabic15,male,15,relaxed_residence
22.0,16.0,https://accent.gmu.edu/audio/arabic16.mp3,"meknes, morocco",academic,N/A,True,arabic,0.0,arabic,residence 0y,french spanish,https://accent.gmu.edu/samples/arabic16/,arabic16,male,16,primary
35.0,15.0,https://accent.gmu.edu/audio/arabic17.mp3,"settat, morocco",academic,N/A,True,arabic,0.0,arabic,residence 0y,french,https://accent.gmu.edu/samples/arabic17/,arabic17,male,17,primary
18.0,6.0,https://accent.gmu.edu/audio/arabic18.mp3,"kuwait city, kuwait",academic,N/A,True,arabic,0.0,arabic,residence 0y,french,https://accent.gmu.edu/samples/arabic18/,arabic18,male,18,primary
43.0,18.0,https://accent.gmu.edu/audio/arabic19.mp3,"khouribga, morocco",academic,usa,True,arabic,8.0,arabic,residence 8y (over 5y threshold),french,https://accent.gmu.edu/samples/arabic19/,arabic19,male,19,relaxed_residence
36.0,12.0,https://accent.gmu.edu/audio/arabic20.mp3,"chtaura, beqa valley, lebanon",academic,usa,True,arabic,1.0,arabic,residence 1y,french german,https://accent.gmu.edu/samples/arabic20/,arabic20,male,20,primary
46.0,30.0,https://accent.gmu.edu/audio/arabic21.mp3,"beirut, lebanon",naturalistic,usa,True,arabic,13.0,arabic,residence 13y (over 5y threshold),french,https://accent.gmu.edu/samples/arabic21/,arabic21,female,21,relaxed_residence
23.0,10.0,https://accent.gmu.edu/audio/arabic22.mp3,"abu dhabi, united arab emirates",academic,N/A,True,arabic,0.0,arabic,residence 0y,french hebrew,https://accent.gmu.edu/samples/arabic22/,arabic22,female,22,primary
42.0,13.0,https://accent.gmu.edu/audio/arabic23.mp3,"al mahalla, egypt",academic,usa,True,arabic,8.0,arabic,residence 8y (over 5y threshold),italian farsi french hebrew,https://accent.gmu.edu/samples/arabic23/,arabic23,male,23,relaxed_residence
40.0,7.0,https://accent.gmu.edu/audio/arabic24.mp3,"cairo, egypt",academic,uk,True,arabic,3.0,arabic,residence 3y,none,https://accent.gmu.edu/samples/arabic24/,arabic24,male,24,primary
38.0,5.0,https://accent.gmu.edu/audio/arabic25.mp3,"ramun, israel",naturalistic,usa,True,arabic,33.0,arabic,residence 33y (over 5y threshold),french spanish,https://accent.gmu.edu/samples/arabic25/,arabic25,male,25,relaxed_residence
43.0,14.0,https://accent.gmu.edu/audio/arabic26.mp3,"amman, jordan",academic,usa,True,arabic,28.0,arabic,residence 28y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic26/,arabic26,female,26,relaxed_residence
70.0,10.0,https://accent.gmu.edu/audio/arabic27.mp3,"jerusalem, israel",academic,usa,True,arabic,30.0,arabic,residence 30y (over 5y threshold),farsi hebrew,https://accent.gmu.edu/samples/arabic27/,arabic27,male,27,relaxed_residence
30.0,12.0,https://accent.gmu.edu/audio/arabic28.mp3,"al-ayn, united arab emirates",academic,usa,True,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic28/,arabic28,male,28,primary
19.0,17.0,https://accent.gmu.edu/audio/arabic29.mp3,"doha, qatar",academic,usa,True,arabic,0.3,arabic,residence 0.3y,none,https://accent.gmu.edu/samples/arabic29/,arabic29,male,29,primary
19.0,8.0,https://accent.gmu.edu/audio/arabic30.mp3,"riyadh, saudi arabia",naturalistic,usa,True,arabic,11.0,arabic,residence 11y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic30/,arabic30,female,30,relaxed_residence
47.0,12.0,https://accent.gmu.edu/audio/arabic31.mp3,"baghdad, iraq",academic,usa,True,arabic,0.3,arabic,residence 0.3y,none,https://accent.gmu.edu/samples/arabic31/,arabic31,female,31,primary
42.0,12.0,https://accent.gmu.edu/audio/arabic32.mp3,"baghdad, iraq",academic,usa,True,arabic,16.0,arabic,residence 16y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic32/,arabic32,male,32,relaxed_residence
28.0,11.0,https://accent.gmu.edu/audio/arabic33.mp3,"baghdad, iraq",academic,usa,True,arabic,0.3,arabic,residence 0.3y,none,https://accent.gmu.edu/samples/arabic33/,arabic33,female,33,primary
34.0,6.0,https://accent.gmu.edu/audio/arabic34.mp3,"kuwait city, kuwait",academic,usa,True,arabic,4.0,arabic,residence 4y,french,https://accent.gmu.edu/samples/arabic34/,arabic34,female,34,primary
56.0,16.0,https://accent.gmu.edu/audio/arabic35.mp3,"jiddah, saudi arabia",naturalistic,usa,True,arabic,33.0,arabic,residence 33y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic35/,arabic35,male,35,relaxed_residence
36.0,6.0,https://accent.gmu.edu/audio/arabic36.mp3,"jiddah, saudi arabia",academic,"usa, uk",True,arabic,6.0,arabic,residence 6y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic36/,arabic36,male,36,relaxed_residence
18.0,16.0,https://accent.gmu.edu/audio/arabic37.mp3,"jiddah, saudi arabia",academic,usa,True,arabic,0.4,arabic,residence 0.4y,none,https://accent.gmu.edu/samples/arabic37/,arabic37,male,37,primary
19.0,9.0,https://accent.gmu.edu/audio/arabic38.mp3,"shady grove, maryland, usa",academic,usa,True,arabic,12.0,arabic,residence 12y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic38/,arabic38,female,38,relaxed_residence
22.0,5.0,https://accent.gmu.edu/audio/arabic39.mp3,"jiddah, saudi arabia",academic,usa,True,arabic,2.0,arabic,residence 2y,none,https://accent.gmu.edu/samples/arabic39/,arabic39,male,39,primary
19.0,13.0,https://accent.gmu.edu/audio/arabic40.mp3,"jiddah, saudi arabia",academic,usa,True,arabic,0.1,arabic,residence 0.1y,none,https://accent.gmu.edu/samples/arabic40/,arabic40,male,40,primary
25.0,7.0,https://accent.gmu.edu/audio/arabic41.mp3,"riyadh, saudi arabia",academic,usa,True,arabic,1.5,arabic,residence 1.5y,none,https://accent.gmu.edu/samples/arabic41/,arabic41,male,41,primary
21.0,13.0,https://accent.gmu.edu/audio/arabic42.mp3,"jiddah, saudi arabia",academic,usa,True,arabic,0.5,arabic,residence 0.5y,none,https://accent.gmu.edu/samples/arabic42/,arabic42,male,42,primary
29.0,8.0,https://accent.gmu.edu/audio/arabic43.mp3,"beirut, lebanon",academic,N/A,True,arabic,0.0,arabic,residence 0y,french spanish,https://accent.gmu.edu/samples/arabic43/,arabic43,female,43,primary
29.0,7.0,https://accent.gmu.edu/audio/arabic44.mp3,"jiddah, saudi arabia",academic,usa,True,arabic,0.6,arabic,residence 0.6y,none,https://accent.gmu.edu/samples/arabic44/,arabic44,female,44,primary
32.0,12.0,https://accent.gmu.edu/audio/arabic45.mp3,"fort collins, colorado, usa",naturalistic,usa,True,arabic,0.5,arabic,residence 0.5y,turkish,https://accent.gmu.edu/samples/arabic45/,arabic45,female,45,primary
28.0,13.0,https://accent.gmu.edu/audio/arabic46.mp3,"jiddah, saudi arabia",academic,"uk, usa",True,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic46/,arabic46,male,46,primary
39.0,16.0,https://accent.gmu.edu/audio/arabic47.mp3,"jiddah, saudi arabia",academic,usa,True,arabic,0.75,arabic,residence 0.75y,none,https://accent.gmu.edu/samples/arabic47/,arabic47,male,47,primary
29.0,12.0,https://accent.gmu.edu/audio/arabic48.mp3,"mecca, saudi arabia",academic,usa,True,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic48/,arabic48,male,48,primary
26.0,8.0,https://accent.gmu.edu/audio/arabic49.mp3,"medina, saudi arabia",academic,usa,True,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic49/,arabic49,male,49,primary
36.0,22.0,https://accent.gmu.edu/audio/arabic50.mp3,"jiddah, saudi arabia",academic,usa,True,arabic,0.75,arabic,residence 0.75y,none,https://accent.gmu.edu/samples/arabic50/,arabic50,male,50,primary
23.0,12.0,https://accent.gmu.edu/audio/arabic51.mp3,"jiddah, saudi arabia",academic,usa,True,arabic,4.0,arabic,residence 4y,none,https://accent.gmu.edu/samples/arabic51/,arabic51,male,51,primary
21.0,9.0,https://accent.gmu.edu/audio/arabic52.mp3,"jiddah, saudi arabia",academic,usa,True,arabic,5.0,arabic,residence 5y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic52/,arabic52,female,52,relaxed_residence
36.0,17.0,https://accent.gmu.edu/audio/arabic53.mp3,"rabat, morocco",academic,usa,True,arabic,12.0,arabic,residence 12y (over 5y threshold),french tachelhit danish swedish,https://accent.gmu.edu/samples/arabic53/,arabic53,male,53,relaxed_residence
22.0,7.0,https://accent.gmu.edu/audio/arabic54.mp3,"baghdad, iraq",academic,usa,False,arabic,3.0,arabic,residence 3y,french,https://accent.gmu.edu/samples/arabic54/,arabic54,male,54,primary
70.0,33.0,https://accent.gmu.edu/audio/arabic55.mp3,"beirut, lebanon",academic,usa,False,arabic,37.0,arabic,residence 37y (over 5y threshold),french,https://accent.gmu.edu/samples/arabic55/,arabic55,male,55,relaxed_residence
43.0,12.0,https://accent.gmu.edu/audio/arabic56.mp3,"ain defla, algeria",academic,usa,False,arabic,3.0,arabic,residence 3y,french,https://accent.gmu.edu/samples/arabic56/,arabic56,male,56,primary
28.0,17.0,https://accent.gmu.edu/audio/arabic57.mp3,"beirut, lebanon",academic,usa,False,arabic,11.0,arabic,residence 11y (over 5y threshold),french,https://accent.gmu.edu/samples/arabic57/,arabic57,female,57,relaxed_residence
34.0,9.0,https://accent.gmu.edu/audio/arabic58.mp3,"baghdad, iraq",academic,usa,False,arabic,5.5,arabic,residence 5.5y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic58/,arabic58,male,58,relaxed_residence
55.0,9.0,https://accent.gmu.edu/audio/arabic59.mp3,"irbid, jordan",academic,usa,False,arabic,35.0,arabic,residence 35y (over 5y threshold),german,https://accent.gmu.edu/samples/arabic59/,arabic59,male,59,relaxed_residence
60.0,14.0,https://accent.gmu.edu/audio/arabic60.mp3,"cairo, egypt",academic,usa,False,arabic,23.0,arabic,residence 23y (over 5y threshold),french,https://accent.gmu.edu/samples/arabic60/,arabic60,male,60,relaxed_residence
20.0,7.0,https://accent.gmu.edu/audio/arabic61.mp3,"manama, bahrain",academic,usa,False,arabic,1.75,arabic,residence 1.75y,turkish urdu,https://accent.gmu.edu/samples/arabic61/,arabic61,male,61,primary
19.0,18.0,https://accent.gmu.edu/audio/arabic62.mp3,"ad dammam, saudi arabia",academic,usa,False,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic62/,arabic62,male,62,primary
28.0,10.0,https://accent.gmu.edu/audio/arabic63.mp3,"bani walid, libya",academic,usa,False,arabic,0.3,arabic,residence 0.3y,none,https://accent.gmu.edu/samples/arabic63/,arabic63,female,63,primary
23.0,6.0,https://accent.gmu.edu/audio/arabic64.mp3,"riyadh, saudi arabia",naturalistic,usa,False,arabic,3.0,arabic,residence 3y,none,https://accent.gmu.edu/samples/arabic64/,arabic64,male,64,primary
32.0,10.0,https://accent.gmu.edu/audio/arabic65.mp3,"samail, oman",academic,"canada, usa",True,arabic,6.0,arabic,residence 6y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic65/,arabic65,female,65,relaxed_residence
50.0,14.0,https://accent.gmu.edu/audio/arabic66.mp3,"medina, saudi arabia",academic,usa,False,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic66/,arabic66,male,66,primary
43.0,22.0,https://accent.gmu.edu/audio/arabic67.mp3,"nasriah, iraq",academic,usa,False,arabic,20.0,arabic,residence 20y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic67/,arabic67,male,67,relaxed_residence
20.0,6.0,https://accent.gmu.edu/audio/arabic68.mp3,"london, uk",naturalistic,"uk, usa",False,arabic,9.0,arabic,residence 9y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic68/,arabic68,male,68,relaxed_residence
55.0,15.0,https://accent.gmu.edu/audio/arabic69.mp3,"kerma, sudan",academic,"uk, usa",False,arabic,21.0,arabic,residence 21y (over 5y threshold),nobiin,https://accent.gmu.edu/samples/arabic69/,arabic69,female,69,relaxed_residence
47.0,16.0,https://accent.gmu.edu/audio/arabic70.mp3,"casablanca, morocco",academic,usa,False,arabic,25.0,arabic,residence 25y (over 5y threshold),french spanish,https://accent.gmu.edu/samples/arabic70/,arabic70,male,70,relaxed_residence
29.0,21.0,https://accent.gmu.edu/audio/arabic71.mp3,"kuwait city, kuwait",naturalistic,usa,False,arabic,8.0,arabic,residence 8y (over 5y threshold),turkish spanish,https://accent.gmu.edu/samples/arabic71/,arabic71,female,71,relaxed_residence
20.0,11.0,https://accent.gmu.edu/audio/arabic72.mp3,"baghdad, iraq",academic,usa,False,arabic,4.8,arabic,residence 4.8y,none,https://accent.gmu.edu/samples/arabic72/,arabic72,female,72,primary
47.0,7.0,https://accent.gmu.edu/audio/arabic73.mp3,"nazareth, israel",academic,usa,False,arabic,28.0,arabic,residence 28y (over 5y threshold),hebrew,https://accent.gmu.edu/samples/arabic73/,arabic73,female,73,relaxed_residence
18.0,4.0,https://accent.gmu.edu/audio/arabic74.mp3,"alexandria, egypt",academic,usa,False,arabic,0.4,arabic,residence 0.4y,french,https://accent.gmu.edu/samples/arabic74/,arabic74,male,74,primary
26.0,2.0,https://accent.gmu.edu/audio/arabic75.mp3,"riyadh, saudi arabia",naturalistic,usa,True,arabic,5.2,arabic,residence 5.2y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic75/,arabic75,female,75,relaxed_residence
25.0,4.0,https://accent.gmu.edu/audio/arabic76.mp3,"jiddah, saudi arabia",naturalistic,usa,True,arabic,0.2,arabic,residence 0.2y,none,https://accent.gmu.edu/samples/arabic76/,arabic76,male,76,primary
18.0,4.0,https://accent.gmu.edu/audio/arabic77.mp3,"ad dammam, saudi arabia",naturalistic,usa,True,arabic,1.0,arabic,residence 1y,korean japanese,https://accent.gmu.edu/samples/arabic77/,arabic77,female,77,primary
19.0,3.0,https://accent.gmu.edu/audio/arabic78.mp3,"washington, district of columbia, usa",naturalistic,usa,True,arabic,8.0,arabic,residence 8y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic78/,arabic78,female,78,relaxed_residence
24.0,13.0,https://accent.gmu.edu/audio/arabic79.mp3,"medina, saudi arabia",academic,usa,False,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic79/,arabic79,female,79,primary
25.0,11.0,https://accent.gmu.edu/audio/arabic80.mp3,"najran, saudi arabia",academic,usa,False,arabic,2.0,arabic,residence 2y,none,https://accent.gmu.edu/samples/arabic80/,arabic80,male,80,primary
22.0,17.0,https://accent.gmu.edu/audio/arabic81.mp3,"riyadh, saudi arabia",naturalistic,usa,False,arabic,3.6,arabic,residence 3.6y,german,https://accent.gmu.edu/samples/arabic81/,arabic81,male,81,primary
42.0,12.0,https://accent.gmu.edu/audio/arabic82.mp3,"damascus, syria",academic,usa,True,arabic,0.3,arabic,residence 0.3y,none,https://accent.gmu.edu/samples/arabic82/,arabic82,male,82,primary
22.0,21.0,https://accent.gmu.edu/audio/arabic83.mp3,"riyadh, saudi arabia",academic,usa,True,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic83/,arabic83,male,83,primary
26.0,12.0,https://accent.gmu.edu/audio/arabic84.mp3,"medina, saudi arabia",academic,usa,False,arabic,2.0,arabic,residence 2y,none,https://accent.gmu.edu/samples/arabic84/,arabic84,female,84,primary
24.0,14.0,https://accent.gmu.edu/audio/arabic85.mp3,"ad dammam, saudi arabia",academic,usa,False,arabic,0.4,arabic,residence 0.4y,none,https://accent.gmu.edu/samples/arabic85/,arabic85,female,85,primary
28.0,3.0,https://accent.gmu.edu/audio/arabic86.mp3,"cairo, egypt",academic,"usa, canada",False,arabic,2.8,arabic,residence 2.8y,french spanish,https://accent.gmu.edu/samples/arabic86/,arabic86,male,86,primary
49.0,10.0,https://accent.gmu.edu/audio/arabic87.mp3,"kuwait city, kuwait",academic,usa,False,arabic,0.5,arabic,residence 0.5y,turkish,https://accent.gmu.edu/samples/arabic87/,arabic87,female,87,primary
19.0,4.0,https://accent.gmu.edu/audio/arabic88.mp3,"beirut, lebanon",academic,usa,False,arabic,3.0,arabic,residence 3y,french,https://accent.gmu.edu/samples/arabic88/,arabic88,female,88,primary
35.0,19.0,https://accent.gmu.edu/audio/arabic89.mp3,"baghdad, iraq",academic,usa,False,arabic,16.0,arabic,residence 16y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic89/,arabic89,female,89,relaxed_residence
23.0,12.0,https://accent.gmu.edu/audio/arabic90.mp3,"tripoli, libya",academic,usa,False,arabic,2.5,arabic,residence 2.5y,turkish,https://accent.gmu.edu/samples/arabic90/,arabic90,female,90,primary
57.0,12.0,https://accent.gmu.edu/audio/arabic91.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,8.0,arabic,residence 8y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic91/,arabic91,female,91,relaxed_residence
36.0,10.0,https://accent.gmu.edu/audio/arabic92.mp3,"baghdad, iraq",academic,usa,False,arabic,2.0,arabic,residence 2y,dutch,https://accent.gmu.edu/samples/arabic92/,arabic92,male,92,primary
27.0,10.0,https://accent.gmu.edu/audio/arabic93.mp3,"baghdad, iraq",academic,usa,True,arabic,4.8,arabic,residence 4.8y,none,https://accent.gmu.edu/samples/arabic93/,arabic93,female,93,primary
24.0,9.0,https://accent.gmu.edu/audio/arabic94.mp3,"abu dhabi, united arab emirates",academic,usa,False,arabic,9.0,arabic,residence 9y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic94/,arabic94,female,94,relaxed_residence
31.0,10.0,https://accent.gmu.edu/audio/arabic95.mp3,"kuwait city, kuwait",academic,usa,False,arabic,1.0,arabic,residence 1y,none,https://accent.gmu.edu/samples/arabic95/,arabic95,female,95,primary
21.0,7.0,https://accent.gmu.edu/audio/arabic96.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,2.0,arabic,residence 2y,none,https://accent.gmu.edu/samples/arabic96/,arabic96,male,96,primary
19.0,4.0,https://accent.gmu.edu/audio/arabic97.mp3,"sharjah, united arab emirates",academic,N/A,False,arabic,0.0,arabic,residence 0y,none,https://accent.gmu.edu/samples/arabic97/,arabic97,female,97,primary
19.0,4.0,https://accent.gmu.edu/audio/arabic98.mp3,"ras al khaimah, united arab emirates",academic,N/A,False,arabic,0.0,arabic,residence 0y,none,https://accent.gmu.edu/samples/arabic98/,arabic98,female,98,primary
25.0,16.0,https://accent.gmu.edu/audio/arabic99.mp3,"ad dammam, saudi arabia",academic,usa,False,arabic,2.0,arabic,residence 2y,none,https://accent.gmu.edu/samples/arabic99/,arabic99,female,99,primary
40.0,10.0,https://accent.gmu.edu/audio/arabic100.mp3,"beirut, lebanon",academic,usa,False,arabic,20.0,arabic,residence 20y (over 5y threshold),french german,https://accent.gmu.edu/samples/arabic100/,arabic100,female,100,relaxed_residence
21.0,10.0,https://accent.gmu.edu/audio/arabic101.mp3,"doha, qatar",academic,usa,False,arabic,2.0,arabic,residence 2y,none,https://accent.gmu.edu/samples/arabic101/,arabic101,male,101,primary
22.0,3.0,https://accent.gmu.edu/audio/arabic102.mp3,"jiddah, saudi arabia",academic,usa,False,arabic,5.0,arabic,residence 5y (over 5y threshold),french,https://accent.gmu.edu/samples/arabic102/,arabic102,male,102,relaxed_residence
29.0,10.0,https://accent.gmu.edu/audio/arabic103.mp3,"baghdad, iraq",academic,usa,False,arabic,3.0,arabic,residence 3y,none,https://accent.gmu.edu/samples/arabic103/,arabic103,male,103,primary
31.0,6.0,https://accent.gmu.edu/audio/arabic104.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,4.0,arabic,residence 4y,none,https://accent.gmu.edu/samples/arabic104/,arabic104,female,104,primary
23.0,12.0,https://accent.gmu.edu/audio/arabic105.mp3,"riyadh, saudi arabia",academic,N/A,False,arabic,0.0,arabic,residence 0y,none,https://accent.gmu.edu/samples/arabic105/,arabic105,female,105,primary
28.0,12.0,https://accent.gmu.edu/audio/arabic106.mp3,"riyadh, saudi arabia",academic,uk,False,arabic,2.0,arabic,residence 2y,none,https://accent.gmu.edu/samples/arabic106/,arabic106,male,106,primary
28.0,12.0,https://accent.gmu.edu/audio/arabic107.mp3,"riyadh, saudi arabia",academic,australia,False,arabic,2.0,arabic,residence 2y,none,https://accent.gmu.edu/samples/arabic107/,arabic107,male,107,primary
30.0,10.0,https://accent.gmu.edu/audio/arabic108.mp3,"riyadh, saudi arabia",academic,N/A,False,arabic,0.0,arabic,residence 0y,none,https://accent.gmu.edu/samples/arabic108/,arabic108,female,108,primary
19.0,10.0,https://accent.gmu.edu/audio/arabic109.mp3,"riyadh, saudi arabia",academic,N/A,False,arabic,0.0,arabic,residence 0y,none,https://accent.gmu.edu/samples/arabic109/,arabic109,female,109,primary
27.0,7.0,https://accent.gmu.edu/audio/arabic110.mp3,"riyadh, saudi arabia",academic,uk,False,arabic,7.0,arabic,residence 7y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic110/,arabic110,male,110,relaxed_residence
20.0,5.0,https://accent.gmu.edu/audio/arabic111.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,3.0,arabic,residence 3y,none,https://accent.gmu.edu/samples/arabic111/,arabic111,female,111,primary
19.0,3.0,https://accent.gmu.edu/audio/arabic112.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,2.5,arabic,residence 2.5y,none,https://accent.gmu.edu/samples/arabic112/,arabic112,female,112,primary
20.0,1.0,https://accent.gmu.edu/audio/arabic113.mp3,"riyadh, saudi arabia",naturalistic,usa,False,arabic,4.0,arabic,residence 4y,spanish,https://accent.gmu.edu/samples/arabic113/,arabic113,female,113,primary
23.0,4.0,https://accent.gmu.edu/audio/arabic114.mp3,"amman, jordan",academic,"uk, usa",False,arabic,5.5,arabic,residence 5.5y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic114/,arabic114,female,114,relaxed_residence
41.0,19.0,https://accent.gmu.edu/audio/arabic115.mp3,"damascus, syria",academic,usa,False,arabic,22.0,arabic,residence 22y (over 5y threshold),hindi,https://accent.gmu.edu/samples/arabic115/,arabic115,female,115,relaxed_residence
30.0,13.0,https://accent.gmu.edu/audio/arabic116.mp3,"al ras, saudi arabia",academic,usa,False,arabic,4.0,arabic,residence 4y,none,https://accent.gmu.edu/samples/arabic116/,arabic116,female,116,primary
40.0,37.0,https://accent.gmu.edu/audio/arabic117.mp3,"al ras, saudi arabia",academic,usa,False,arabic,3.0,arabic,residence 3y,none,https://accent.gmu.edu/samples/arabic117/,arabic117,male,117,primary
40.0,13.0,https://accent.gmu.edu/audio/arabic118.mp3,"riyadh, saudi arabia",academic,"australia, usa",False,arabic,3.0,arabic,residence 3y,none,https://accent.gmu.edu/samples/arabic118/,arabic118,male,118,primary
29.0,13.0,https://accent.gmu.edu/audio/arabic119.mp3,"jiddah, saudi arabia",academic,"uk, usa",False,arabic,17.0,arabic,residence 17y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic119/,arabic119,male,119,relaxed_residence
31.0,13.0,https://accent.gmu.edu/audio/arabic120.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,3.0,arabic,residence 3y,amharic tagalog tigrigna,https://accent.gmu.edu/samples/arabic120/,arabic120,male,120,primary
28.0,5.0,https://accent.gmu.edu/audio/arabic121.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,3.0,arabic,residence 3y,none,https://accent.gmu.edu/samples/arabic121/,arabic121,male,121,primary
31.0,28.0,https://accent.gmu.edu/audio/arabic122.mp3,"sabt alalaya, saudi arabia",academic,usa,False,arabic,6.0,arabic,residence 6y (over 5y threshold),none,https://accent.gmu.edu/samples/arabic122/,arabic122,male,122,relaxed_residence
26.0,12.0,https://accent.gmu.edu/audio/arabic123.mp3,"riyadh, saudi arabia",academic,usa,False,arabic,0.3,arabic,residence 0.3y,none,https://accent.gmu.edu/samples/arabic123/,arabic123,male,123,primary
